codigo,name,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,generation,shape,total,url_image
518,musharna,psychic,NA,55,85,116,107,95,29,5,humanoid,487,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/518.svg
519,pidove,normal,flying,55,50,50,36,30,43,5,wings,264,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/519.svg
520,tranquill,normal,flying,77,62,62,50,42,65,5,wings,358,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/520.svg
521,unfezant,normal,flying,115,80,80,65,55,93,5,wings,488,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/521.svg
522,blitzle,electric,NA,60,32,45,50,32,76,5,quadruped,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/522.svg
523,zebstrika,electric,NA,100,63,75,80,63,116,5,quadruped,497,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/523.svg
524,roggenrola,rock,NA,75,85,55,25,25,15,5,legs,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/524.svg
525,boldore,rock,NA,105,105,70,50,40,20,5,tentacles,390,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/525.svg
526,gigalith,rock,NA,135,130,85,60,80,25,5,tentacles,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/526.svg
527,woobat,psychic,flying,45,43,55,55,43,72,5,wings,313,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/527.svg
528,swoobat,psychic,flying,57,55,67,77,55,114,5,wings,425,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/528.svg
529,drilbur,ground,NA,85,40,60,30,45,68,5,upright,328,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/529.svg
530,excadrill,ground,steel,135,60,110,50,65,88,5,humanoid,508,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/530.svg
531,audino,normal,NA,60,86,103,60,86,50,5,upright,445,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/531.svg
532,timburr,fighting,NA,80,55,75,25,35,35,5,humanoid,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/532.svg
533,gurdurr,fighting,NA,105,85,85,40,50,40,5,humanoid,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/533.svg
534,conkeldurr,fighting,NA,140,95,105,55,65,45,5,humanoid,505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/534.svg
535,tympole,water,NA,50,40,50,50,40,64,5,fish,294,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/535.svg
536,palpitoad,water,ground,65,55,75,65,55,69,5,upright,384,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/536.svg
537,seismitoad,water,ground,95,75,105,85,75,74,5,humanoid,509,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/537.svg
538,throh,fighting,NA,100,85,120,30,85,45,5,humanoid,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/538.svg
539,sawk,fighting,NA,125,75,75,30,75,85,5,humanoid,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/539.svg
540,sewaddle,bug,grass,53,70,45,40,60,42,5,armor,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/540.svg
541,swadloon,bug,grass,63,90,55,50,80,42,5,arms,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/541.svg
542,leavanny,bug,grass,103,80,75,70,80,92,5,humanoid,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/542.svg
543,venipede,bug,poison,45,59,30,30,39,57,5,armor,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/543.svg
544,whirlipede,bug,poison,55,99,40,40,79,47,5,ball,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/544.svg
545,scolipede,bug,poison,100,89,60,55,69,112,5,armor,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/545.svg
546,cottonee,grass,fairy,27,60,40,37,50,66,5,ball,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/546.svg
547,whimsicott,grass,fairy,67,85,60,77,75,116,5,humanoid,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/547.svg
548,petilil,grass,NA,35,50,45,70,50,30,5,blob,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/548.svg
549,lilligant,grass,NA,60,75,70,110,75,90,5,blob,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/549.svg
550,basculin-red-striped,water,NA,92,65,70,80,55,98,5,fish,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/550.svg
551,sandile,ground,dark,72,35,50,35,35,65,5,quadruped,292,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/551.svg
552,krokorok,ground,dark,82,45,60,45,45,74,5,quadruped,351,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/552.svg
553,krookodile,ground,dark,117,80,95,65,70,92,5,upright,519,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/553.svg
554,darumaka,fire,NA,90,45,70,15,45,50,5,humanoid,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/554.svg
555,darmanitan-standard,fire,NA,140,55,105,30,55,95,5,quadruped,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/555.svg
556,maractus,grass,NA,86,67,75,106,67,60,5,blob,461,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/556.svg
557,dwebble,bug,rock,65,85,50,35,35,55,5,armor,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/557.svg
558,crustle,bug,rock,95,125,70,65,75,45,5,armor,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/558.svg
559,scraggy,dark,fighting,75,70,50,35,70,48,5,upright,348,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/559.svg
560,scrafty,dark,fighting,90,115,65,45,115,58,5,upright,488,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/560.svg
561,sigilyph,psychic,flying,58,80,72,103,80,97,5,wings,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/561.svg
562,yamask,ghost,NA,30,85,38,55,65,30,5,arms,303,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/562.svg
563,cofagrigus,ghost,NA,50,145,58,95,105,30,5,blob,483,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/563.svg
564,tirtouga,water,rock,78,103,54,53,45,22,5,quadruped,355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/564.svg
565,carracosta,water,rock,108,133,74,83,65,32,5,upright,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/565.svg
566,archen,rock,flying,112,45,55,74,45,70,5,wings,401,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/566.svg
567,archeops,rock,flying,140,65,75,112,65,110,5,wings,567,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/567.svg
568,trubbish,poison,NA,50,62,50,40,62,65,5,humanoid,329,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/568.svg
569,garbodor,poison,NA,95,82,80,60,82,75,5,humanoid,474,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/569.svg
570,zorua,dark,NA,65,40,40,80,40,65,5,quadruped,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/570.svg
571,zoroark,dark,NA,105,60,60,120,60,105,5,upright,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/571.svg
572,minccino,normal,NA,50,40,55,40,40,75,5,quadruped,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/572.svg
573,cinccino,normal,NA,95,60,75,65,60,115,5,quadruped,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/573.svg
574,gothita,psychic,NA,30,50,45,55,65,45,5,humanoid,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/574.svg
575,gothorita,psychic,NA,45,70,60,75,85,55,5,humanoid,390,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/575.svg
576,gothitelle,psychic,NA,55,95,70,95,110,65,5,humanoid,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/576.svg
577,solosis,psychic,NA,30,40,45,105,50,20,5,ball,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/577.svg
578,duosion,psychic,NA,40,50,65,125,60,30,5,ball,370,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/578.svg
579,reuniclus,psychic,NA,65,75,110,125,85,30,5,arms,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/579.svg
580,ducklett,water,flying,44,50,62,44,50,55,5,wings,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/580.svg
581,swanna,water,flying,87,63,75,87,63,98,5,wings,473,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/581.svg
582,vanillite,ice,NA,50,50,36,65,60,44,5,blob,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/582.svg
583,vanillish,ice,NA,65,65,51,80,75,59,5,blob,395,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/583.svg
584,vanilluxe,ice,NA,95,85,71,110,95,79,5,heads,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/584.svg
585,deerling,normal,grass,60,50,60,40,50,75,5,quadruped,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/585.svg
586,sawsbuck,normal,grass,100,70,80,60,70,95,5,quadruped,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/586.svg
587,emolga,electric,flying,75,60,55,75,60,103,5,quadruped,428,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/587.svg
588,karrablast,bug,NA,75,45,50,40,45,60,5,humanoid,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/588.svg
589,escavalier,bug,steel,135,105,70,60,105,20,5,arms,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/589.svg
590,foongus,grass,poison,55,45,69,55,55,15,5,arms,294,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/590.svg
591,amoonguss,grass,poison,85,70,114,85,80,30,5,arms,464,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/591.svg
592,frillish,water,ghost,40,50,55,65,85,40,5,tentacles,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/592.svg
593,jellicent,water,ghost,60,70,100,85,105,60,5,tentacles,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/593.svg
594,alomomola,water,NA,75,80,165,40,45,65,5,fish,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/594.svg
595,joltik,bug,electric,47,50,50,57,50,65,5,armor,319,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/595.svg
596,galvantula,bug,electric,77,60,70,97,60,108,5,armor,472,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/596.svg
597,ferroseed,grass,steel,50,91,44,24,86,10,5,ball,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/597.svg
598,ferrothorn,grass,steel,94,131,74,54,116,20,5,tentacles,489,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/598.svg
599,klink,steel,NA,55,70,40,45,60,30,5,heads,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/599.svg
600,klang,steel,NA,80,95,60,70,85,50,5,heads,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/600.svg
601,klinklang,steel,NA,100,115,60,70,85,90,5,heads,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/601.svg
602,tynamo,electric,NA,55,40,35,45,40,60,5,fish,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/602.svg
603,eelektrik,electric,NA,85,70,65,75,70,40,5,fish,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/603.svg
604,eelektross,electric,NA,115,80,85,105,80,50,5,fish,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/604.svg
605,elgyem,psychic,NA,55,55,55,85,55,30,5,upright,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/605.svg
606,beheeyem,psychic,NA,75,75,75,125,95,40,5,humanoid,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/606.svg
607,litwick,ghost,fire,30,55,50,65,55,20,5,blob,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/607.svg
608,lampent,ghost,fire,40,60,60,95,60,55,5,arms,370,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/608.svg
609,chandelure,ghost,fire,55,90,60,145,90,80,5,arms,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/609.svg
610,axew,dragon,NA,87,60,46,30,40,57,5,upright,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/610.svg
611,fraxure,dragon,NA,117,70,66,40,50,67,5,upright,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/611.svg
612,haxorus,dragon,NA,147,90,76,60,70,97,5,upright,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/612.svg
613,cubchoo,ice,NA,70,40,55,60,40,40,5,upright,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/613.svg
614,beartic,ice,NA,110,80,95,70,80,50,5,quadruped,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/614.svg
615,cryogonal,ice,NA,50,30,70,95,135,105,5,ball,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/615.svg
616,shelmet,bug,NA,40,85,50,40,65,25,5,ball,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/616.svg
617,accelgor,bug,NA,70,40,80,100,60,145,5,arms,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/617.svg
618,stunfisk,ground,electric,66,84,109,81,99,32,5,fish,471,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/618.svg
619,mienfoo,fighting,NA,85,50,45,55,50,65,5,upright,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/619.svg
620,mienshao,fighting,NA,125,60,65,95,60,105,5,upright,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/620.svg
621,druddigon,dragon,NA,120,90,77,60,90,48,5,upright,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/621.svg
622,golett,ground,ghost,74,50,59,35,50,35,5,humanoid,303,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/622.svg
623,golurk,ground,ghost,124,80,89,55,80,55,5,humanoid,483,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/623.svg
624,pawniard,dark,steel,85,70,45,40,40,60,5,humanoid,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/624.svg
625,bisharp,dark,steel,125,100,65,60,70,70,5,humanoid,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/625.svg
626,bouffalant,normal,NA,110,95,95,40,95,55,5,quadruped,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/626.svg
627,rufflet,normal,flying,83,50,70,37,50,60,5,wings,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/627.svg
628,braviary,normal,flying,123,75,100,57,75,80,5,wings,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/628.svg
629,vullaby,dark,flying,55,75,70,45,65,60,5,wings,370,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/629.svg
630,mandibuzz,dark,flying,65,105,110,55,95,80,5,wings,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/630.svg
631,heatmor,fire,NA,97,66,85,105,66,65,5,upright,484,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/631.svg
632,durant,bug,steel,109,112,58,48,48,109,5,armor,484,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/632.svg
633,deino,dark,dragon,65,50,52,45,50,38,5,quadruped,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/633.svg
634,zweilous,dark,dragon,85,70,72,65,70,58,5,quadruped,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/634.svg
635,hydreigon,dark,dragon,105,90,92,125,90,98,5,upright,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/635.svg
636,larvesta,bug,fire,85,55,55,50,55,60,5,armor,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/636.svg
637,volcarona,bug,fire,60,65,85,135,105,100,5,bug-wings,550,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/637.svg
638,cobalion,steel,fighting,90,129,91,90,72,108,5,quadruped,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/638.svg
639,terrakion,rock,fighting,129,90,91,72,90,108,5,quadruped,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/639.svg
640,virizion,grass,fighting,90,72,91,90,129,108,5,quadruped,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/640.svg
641,tornadus-incarnate,flying,NA,115,70,79,125,80,111,5,arms,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/641.svg
642,thundurus-incarnate,electric,flying,115,70,79,125,80,111,5,arms,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/642.svg
643,reshiram,dragon,fire,120,100,100,150,120,90,5,wings,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/643.svg
644,zekrom,dragon,electric,150,120,100,120,100,90,5,upright,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/644.svg
645,landorus-incarnate,ground,flying,125,90,89,115,80,101,5,arms,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/645.svg
646,kyurem,dragon,ice,130,90,125,130,90,95,5,upright,660,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/646.svg
647,keldeo-ordinary,water,fighting,72,90,91,129,90,108,5,quadruped,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/647.svg
648,meloetta-aria,normal,psychic,77,77,100,128,128,90,5,humanoid,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/648.svg
649,genesect,bug,steel,120,95,71,120,95,99,5,humanoid,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/649.svg
650,chespin,grass,NA,61,65,56,48,45,38,6,upright,313,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/650.svg
651,quilladin,grass,NA,78,95,61,56,58,57,6,upright,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/651.svg
652,chesnaught,grass,fighting,107,122,88,74,75,64,6,upright,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/652.svg
653,fennekin,fire,NA,45,40,40,62,60,60,6,quadruped,307,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/653.svg
654,braixen,fire,NA,59,58,59,90,70,73,6,upright,409,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/654.svg
655,delphox,fire,psychic,69,72,75,114,100,104,6,upright,534,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/655.svg
656,froakie,water,NA,56,40,41,62,44,71,6,quadruped,314,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/656.svg
657,frogadier,water,NA,63,52,54,83,56,97,6,humanoid,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/657.svg
658,greninja,water,dark,95,67,72,103,71,122,6,humanoid,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/658.svg
659,bunnelby,normal,NA,36,38,38,32,36,57,6,upright,237,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/659.svg
660,diggersby,normal,ground,56,77,85,50,77,78,6,upright,423,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/660.svg
661,fletchling,normal,flying,50,43,45,40,38,62,6,wings,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/661.svg
662,fletchinder,fire,flying,73,55,62,56,52,84,6,wings,382,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/662.svg
663,talonflame,fire,flying,81,71,78,74,69,126,6,wings,499,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/663.svg
664,scatterbug,bug,NA,35,40,38,27,25,35,6,armor,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/664.svg
665,spewpa,bug,NA,22,60,45,27,30,29,6,blob,213,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/665.svg
666,vivillon,bug,flying,52,50,80,90,50,89,6,bug-wings,411,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/666.svg
667,litleo,fire,normal,50,58,62,73,54,72,6,quadruped,369,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/667.svg
668,pyroar,fire,normal,68,72,86,109,66,106,6,quadruped,507,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/668.svg
669,flabebe,fairy,NA,38,39,44,61,79,42,6,arms,303,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/669.svg
670,floette,fairy,NA,45,47,54,75,98,52,6,arms,371,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/670.svg
671,florges,fairy,NA,65,68,78,112,154,75,6,arms,552,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/671.svg
672,skiddo,grass,NA,65,48,66,62,57,52,6,quadruped,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/672.svg
673,gogoat,grass,NA,100,62,123,97,81,68,6,quadruped,531,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/673.svg
674,pancham,fighting,NA,82,62,67,46,48,43,6,upright,348,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/674.svg
675,pangoro,fighting,dark,124,78,95,69,71,58,6,humanoid,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/675.svg
676,furfrou,normal,NA,80,60,75,65,90,102,6,quadruped,472,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/676.svg
677,espurr,psychic,NA,48,54,62,63,60,68,6,upright,355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/677.svg
678,meowstic-male,psychic,NA,48,76,74,83,81,104,6,upright,466,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/678.svg
679,honedge,steel,ghost,80,100,45,35,37,28,6,blob,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/679.svg
680,doublade,steel,ghost,110,150,59,45,49,35,6,heads,448,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/680.svg
681,aegislash-shield,steel,ghost,50,150,60,50,150,60,6,blob,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/681.svg
682,spritzee,fairy,NA,52,60,78,63,65,23,6,arms,341,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/682.svg
683,aromatisse,fairy,NA,72,72,101,99,89,29,6,humanoid,462,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/683.svg
684,swirlix,fairy,NA,48,66,62,59,57,49,6,legs,341,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/684.svg
685,slurpuff,fairy,NA,80,86,82,85,75,72,6,humanoid,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/685.svg
686,inkay,dark,psychic,54,53,53,37,46,45,6,tentacles,288,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/686.svg
687,malamar,dark,psychic,92,88,86,68,75,73,6,blob,482,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/687.svg
688,binacle,rock,water,52,67,42,39,56,50,6,heads,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/688.svg
689,barbaracle,rock,water,105,115,72,54,86,68,6,heads,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/689.svg
